"","X.1","site_code","year","block","plot","trt","Family","Taxon","num_leaves","leaf_pct_N","leaf_pct_C","leaf_N15_delta_air","leaf_C13_delta_PDB","leaf_N15_pct_atom","leaf_C13_pct_atom","leaf_area_mm2","leaf_dry_mass_g","SLA","leaf_ppm_P","leaf_ppm_B","leaf_ppm_Na","leaf_ppm_Ca","leaf_ppm_Fe","leaf_ppm_K","leaf_ppm_Mg","leaf_ppm_Mn","leaf_ppm_Cu","leaf_ppm_Zn","leaf_ppm_Sr","leaf_ppm_Pb","leaf_ppm_Mo","Ntrt","Ptrt","Ktrt","Ntrt_fac","Ptrt_fac","Ktrt_fac","Narea","Nfix","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","par_rat","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","experiment_type","N","P","K","Exclose","year_trt","first_nutrient_year","first_fenced_year","X","precip","PET","SPEI_12","SPEI_6","SPEI_24","SPEI_12.class","SPEI_6.class","SPEI_24.class","precip.mean","PET.mean","p_pet","tmp","par","vpd","z","provenance","lifespan","lifeform","functional_group","photosynthetic_pathway","n","la_m2","lma","narea","lai","par_per_leaf_area"
"114",681,"bnch.us",2011,1,1,"NK","Poaceae","FESTUCA IDAHOENSIS",5,2.78444776465234,48.3094003161666,-1.86291827260679,-27.9511983131403,0.36561347935632,1.07502921035937,502.666,0.065,251.333,1573.21,79.69,63.14,2939.41,130.41,24012.09,1273.05,66.03,7.14,46.06,21.84,0.11,NA,1,0,1,"1","0","1",0.011078719327157,"no",0,294,0,384,0,8,0,10,34,51,38,3,5.1,104.700005,256.9,361.600005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,0,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",114,0.000502666,129.310516326945,3.60058378132601,NA,NA
"115",6811,"bnch.us",2011,1,3,"PK","Poaceae","FESTUCA IDAHOENSIS",5,2.26320545900964,50.9708438686008,-0.957721889683863,-28.1331837087492,0.36594383568378,1.07483010839833,548.929,0.058,274.4645,2216.95,49.05,28.32,2187.52,42.48,13831.39,642.52,36.2,2.24,21.38,9.02,0.06,NA,0,1,1,"0","1","1",0.00824589503928428,"no",0,214,0,288,0,10,0,12,34,51,38,3,4.25,63.5,274.500005,338.000005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,1,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",115,0.000548929,105.660294865092,2.39130956139244,NA,NA
"116",6812,"bnch.us",2011,1,6,"NP","Poaceae","FESTUCA IDAHOENSIS",5,3.28372501009477,50.0341096528302,-1.23746299646756,-28.4199528185505,0.365841742884143,1.07451636570523,715.055,0.072,357.5275,2568.25,89.94,122.92,2388.38,56.96,20875.8,766.48,41.97,3.76,25.98,13.39,0.06,NA,1,1,0,"1","1","0",0.00918453828053722,"no",0,278,0,322,0,10,0,13,34,51,38,3,3.9231,36.3,188.149995,224.449995,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,1,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",116,0.000715055,100.691555195055,3.3064337809934,NA,NA
"117",6813,"bnch.us",2011,1,7,"Control","Poaceae","FESTUCA IDAHOENSIS",5,2.10102426903838,47.7145404688351,-2.3155163161934,-27.8597874439205,0.365448300425035,1.07512921853986,550.436,0.071,275.218,2389.19,69.27,49.04,1823.33,57.53,23598.45,974.54,48.73,4.46,30.6,14.25,0.12,NA,0,0,0,"0","0","0",0.00763403654208075,"no",0,220,0,266,0,9,0,11,34,51,38,3,4.6364,50.75,96.45,147.2,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,0,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",117,0.000550436,128.988656265215,2.71008297243867,NA,NA
"118",6814,"bnch.us",2011,1,8,"P","Poaceae","FESTUCA IDAHOENSIS",5,2.69746341108419,48.6952237567194,-2.34571407909196,-28.2739021667718,0.365437279513446,1.07467615417115,407.896,0.048,203.948,3354.55,136.56,93.64,3778.62,64.69,21716.81,840.95,59.51,4,28.96,21.36,0.2,NA,0,1,0,"0","1","0",0.0132262312505354,"no",6,198,0,274,1,8,0,10,34,51,38,3,5.1,60.15,113.55,173.7,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,1,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",118,0.000407896,117.677054935572,3.17429550012849,NA,NA
"119",6815,"bnch.us",2011,1,10,"Fence","Poaceae","FESTUCA IDAHOENSIS",5,2.10757306658009,53.4215210134502,-1.96382088611239,-27.3428711778424,0.365576654264767,1.07569474764912,366.392,0.052,183.196,1460.07,58.97,36.03,935.94,28.08,12008.16,470.78,37.72,2.01,16.47,7.67,0.04,NA,0,0,0,"0","0","0",0.0115044709850657,"no",0,142,0,212,0,9,0,10,34,51,38,3,5.1,76.45,118.55,195,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,0,0,1,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",119,0.000366392,141.924496168039,2.99116245611707,NA,NA
"120",6816,"bnch.us",2011,2,13,"NPK+Fence","Poaceae","FESTUCA IDAHOENSIS",5,3.18957598477573,49.0571637314437,-0.862743918836374,-28.1613551295424,0.365978498282173,1.0747992872539,350.28,0.042,175.14,2283.06,50.35,44.64,2150.56,53.61,19467.15,733.84,52.29,4.61,37.81,8.77,0.05,NA,1,1,1,"1","1","1",0.0182115792210559,"no",0,170,0,260,0,11,0,12,34,51,38,3,4.25,78.35,212.15,290.5,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,1,1,1,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",120,0.00035028,119.904076738609,3.82443163642174,NA,NA
"121",6817,"bnch.us",2011,2,16,"NP","Poaceae","FESTUCA IDAHOENSIS",5,3.56473405787254,47.4904106406259,0.904676992738998,-29.186867920088,0.366623521362524,1.07367730457535,503.514,0.053,251.757,2863.76,229.52,98.02,3895.56,109.5,26173.93,1446.62,88.02,7.69,29.06,24.85,0.13,NA,1,1,0,"1","1","0",0.0141594238010166,"no",0,224,0,256,0,12,0,15,34,51,38,3,3.4,12.6,106.099995,118.699995,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,1,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",121,0.000503514,105.260231095858,3.7522473072694,NA,NA
"122",6818,"bnch.us",2011,2,17,"NPK","Poaceae","FESTUCA IDAHOENSIS",5,3.62726488659018,49.4629491485215,-1.86510404774012,-28.0900275422186,0.365612681643184,1.07487732367377,571.934,0.061,285.967,3477.35,37.81,56.41,2688.88,62.67,25776.84,980.53,77.33,6.69,49.43,14.35,0.06,NA,1,1,1,"1","1","1",0.0126842079211594,"no",0,282,0,314,0,7,0,8,34,51,38,3,6.375,101.2,174.250005,275.450005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,1,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",122,0.000571934,106.655663066018,3.86868341595361,NA,NA
"123",6819,"bnch.us",2011,2,18,"NK","Poaceae","FESTUCA IDAHOENSIS",5,3.10151766658324,49.074820515636,-1.10501072721167,-27.8021467053474,0.36589008197323,1.075192280361,489.256,0.05,244.628,1456.95,83.65,35.86,1594.5,73.87,22114.11,829.34,74.17,7.07,42.89,10.24,0.17,NA,1,0,1,"1","0","1",0.0126785064121165,"no",0,252,0,288,0,10,0,12,34,51,38,3,4.25,47,262.099995,309.099995,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,0,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",123,0.000489256,102.195987376752,3.16962660302913,NA,NA
"124",68110,"bnch.us",2011,3,23,"PK","Poaceae","FESTUCA IDAHOENSIS",5,5.30778308651697,46.7823622111571,0.592917835627891,-27.8643915768012,0.366509744967602,1.07512418138713,774.163,0.092,387.0815,3134.07,26.75,11.07,1589.05,49.84,25835.74,794.19,67.6,7.77,34,12.13,0.09,0.098891,0,1,1,"0","1","1",0.0137123140385603,"no",14,116,0,291,2,4,0,8,34,51,38,3,6.375,136.899995,279.050005,415.95,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,1,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",124,0.000774163,118.838022483637,6.30766445773773,NA,NA
"125",68111,"bnch.us",2011,3,28,"NPK+Fence","Poaceae","FESTUCA IDAHOENSIS",5,3.08739797037565,45.914320846011,-2.11317283362673,-28.3859674807564,0.365522147210973,1.07455354781742,619.5,0.069,309.75,3348.28,61.55,33.05,2039.5,63.15,26639.3,904.05,66.76,9.69,43.64,12.66,0.15,0.457303,1,1,1,"1","1","1",0.00996738650645892,"no",20,198,0,234,1,5,0,7,34,51,38,3,7.2857,28.5,192.55,221.05,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,1,1,1,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","GRASS","C3",125,0.0006195,111.38014527845,3.43874834472833,NA,NA
"126",686,"bnch.us",2011,1,1,"NK","Polemoniaceae","PHLOX DIFFUSA",4,2.88534826929146,51.6725329361338,-1.80866388162474,-28.3022014165046,0.365633279852166,1.07464519307815,80.794,0.006,40.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"1","0","1",0.0714248154390539,"no",0,294,0,384,0,8,0,10,34,51,38,3,5.1,104.700005,256.9,361.600005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,0,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",126,8.0794e-05,74.2629403173503,2.14274446317162,NA,NA
"127",6861,"bnch.us",2011,1,2,"K","Polemoniaceae","PHLOX DIFFUSA",5,1.94089547932779,51.7077596770399,-3.98427329383045,-29.3005364285136,0.36483927075747,1.07355294171463,66.787,0.005,33.3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"0","0","1",0.0581219542524081,"no",0,384,0,434,0,11,0,12,34,51,38,3,4.25,66.2,211.900005,278.100005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,0,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",127,6.6787e-05,74.8648689116145,1.4530488563102,NA,NA
"128",6862,"bnch.us",2011,1,3,"PK","Polemoniaceae","PHLOX DIFFUSA",5,1.94703048891761,46.3257123276853,-2.88716462645243,-28.8464019869031,0.365239672454683,1.07404980092772,81.171,0.007,40.5855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"0","1","1",0.0479735493936901,"no",0,214,0,288,0,10,0,12,34,51,38,3,4.25,63.5,274.500005,338.000005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,1,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",128,8.1171e-05,86.2376957287701,1.67907422877915,NA,NA
"129",6863,"bnch.us",2011,1,4,"N","Polemoniaceae","PHLOX DIFFUSA",5,2.77423439245365,45.5675740729936,0.791696000807436,-28.5029039093965,0.36658228901921,1.07442561184031,118.812,0.009,59.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"1","0","0",0.0466995655734042,"no",0,222,0,274,0,11,0,13,34,51,38,3,3.9231,22.15,98.85,121,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,0,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",129,0.000118812,75.7499242500758,2.10148045080319,NA,NA
"130",6864,"bnch.us",2011,2,14,"K","Polemoniaceae","PHLOX DIFFUSA",5,2.05104259576157,45.4449742435338,-2.25644162434425,-28.7104645467862,0.365469860192404,1.07419852633273,71.074,0.006,35.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"0","0","1",0.0577156933832786,"no",0,334,0,414,0,7,0,8,34,51,38,3,6.375,45.85,113,158.85,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,0,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",130,7.1074e-05,84.4190561949518,1.73147080149836,NA,NA
"131",6865,"bnch.us",2011,2,15,"N","Polemoniaceae","PHLOX DIFFUSA",5,NA,NA,NA,NA,NA,NA,47.519,0.005,23.7595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"1","0","0",NA,"no",2,266,0,348,1,10,0,12,34,51,38,3,4.25,67.35,213.15,280.5,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,0,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",131,4.7519e-05,105.22106946695,NA,NA,NA
"132",6866,"bnch.us",2011,2,18,"NK","Polemoniaceae","PHLOX DIFFUSA",5,3.13565301082052,51.8719892319578,-1.32244917471962,-29.6826146917469,0.365810726747259,1.07313491382799,89.384,0.006,44.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"1","0","1",0.0701613937801065,"no",0,252,0,288,0,10,0,12,34,51,38,3,4.25,47,262.099995,309.099995,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",1,0,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",132,8.9384e-05,67.1261075807751,2.1048418134032,NA,NA
"133",6867,"bnch.us",2011,2,19,"Fence","Polemoniaceae","PHLOX DIFFUSA",5,NA,NA,NA,NA,NA,NA,47.377,0.004,23.6885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",NA,"no",0,274,0,324,0,7,0,8,34,51,38,3,6.375,101.25,161.45,262.7,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,0,0,1,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",133,4.7377e-05,84.4291533866644,NA,NA,NA
"134",6868,"bnch.us",2011,2,20,"Control","Polemoniaceae","PHLOX DIFFUSA",4,4.78071895050284,47.8215866298149,-1.23862074234313,-27.9890985230446,0.365841320359042,1.07498774552607,51.256,0.003,25.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",0.18654280281344,"no",0,338,0,428,0,8,0,9,34,51,38,3,5.6667,84.350005,190.35,274.700005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,0,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",134,5.1256e-05,58.529733104417,2.7981420422016,NA,NA
"135",691,"bnch.us",2011,1,2,"K","Rosaceae","FRAGARIA VESCA",5,2.54628563947209,47.3109812454587,-4.4138369985651,-28.649217977776,0.364682495951658,1.07426553436899,4836.559,0.364,2418.2795,2959.14,31.71,25.89,12259.31,126.82,13421.83,5516.69,100.4,2.93,43.75,129.99,0.11,NA,0,0,1,"0","0","1",0.00105293273150274,"no",0,384,0,434,0,11,0,12,34,51,38,3,4.25,66.2,211.900005,278.100005,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,0,1,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",135,0.004836559,75.2601177820843,1.91633757133499,NA,NA
"136",6911,"bnch.us",2011,2,12,"P","Rosaceae","FRAGARIA VESCA",0,2.47404548784693,47.3164945803634,-2.17493789076506,-27.4891513641461,0.365499605597345,1.0755347113535,NA,0.61,NA,3030.69,29.38,23.14,14434.86,72.07,14709.61,5273.06,69.64,2.98,25.68,146.25,0.04,NA,0,1,0,"0","1","0",NA,"no",0,192,0,192,0,10,0,10,34,51,38,3,5.1,65.45,148.15,213.6,NA,NA,NA,NA,NA,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1318.083,44.27668543,-121.9680169,"Experimental (Full Factorial)",0,1,0,0,0,2008,2008,565,1122.9,708.9000016635,1.77901758346626,1.82831703261581,1.35826612231614,2,2,2,864.19268295122,803.492697122832,1.58400338180986,8.37928758245723,791.367222546588,0.463037439934633,1444,"NAT","PERENNIAL","NULL","FORB","C3",136,NA,NA,NA,NA,NA
"137",698,"bogong.au",2011,2,14,"NP","Apiaceae","CHAEROPHYLLUM ERIOPODUM",5,2.71007982156509,44.6505283098898,-3.02051378775622,-28.3020615303744,0.365191005405005,0.365191005405005,1187.813,0.2324,5111.07142857143,8062.18456,31.6307684,29.3446372,54849.2884,90.4986468,32613.0904,5165.22768,1014.47072,6.86017964,84.7833188,226.5055928,0.134310208,0.120736304,1,1,0,"1","1","0",0.00053023712531495,"no",2.01,105.1,0,107.11,2,16,0,18,33,40,34,4,2.2222,19,690.1,709.1,NA,0.422288856,2001,845,0.422288855572214,"Bogong","Australia","AU","Australia",0,0,0,0,"alpine grassland",1760,-36.874,147.254,"Experimental (Full Factorial)",1,1,0,0,0,2010,2010,679,1524,1065.1999969503,1.55921629249824,1.98064833017552,0.35982634923072,2,2,0,1080.10000004878,1079.74635839082,1.43071724029596,10.4958333333333,866.388999212356,0.831646343199015,854,"NAT","PERENNIAL","HERB","FORB","C3",137,0.001187813,195.653692963455,5.3023712531495,1.00240198514716,340.709860478073
"138",699,"bogong.au",2011,1,2,"PK","Apiaceae","TRACHYMENE HUMILIS SSP. BREVISCAPA",5,3.4257160268016,48.1078573363402,0.115054877441266,-27.7083215815495,0.366335348544389,0.366335348544389,816.96,0.1318,6198.48254931715,3976.60728,32.0014416,59.365272,9600.43248,93.1948176,29174.61552,2571.468816,1756.519296,8.18413296,69.8720592,22.0045992,0.415268256,0.264978864,0,1,1,"0","1","1",0.000552670109102589,"no",3,95.06,0.01,98.07,2,15,1,18,33,40,34,4,2.2222,91.15,675.9,767.05,NA,0.707740214,2248,1591,0.707740213523132,"Bogong","Australia","AU","Australia",0,0,0,0,"alpine grassland",1760,-36.874,147.254,"Experimental (Full Factorial)",0,1,1,0,0,2010,2010,679,1524,1065.1999969503,1.55921629249824,1.98064833017552,0.35982634923072,2,2,0,1080.10000004878,1079.74635839082,1.43071724029596,10.4958333333333,866.388999212356,0.831646343199015,854,"NAT","PERENNIAL","HERB","FORB","C3",138,0.00081696,161.329808068938,5.52670109102589,0.401951375204413,392.439103866391
"139",6991,"bogong.au",2011,1,4,"Fence","Apiaceae","TRACHYMENE HUMILIS SSP. BREVISCAPA",5,3.17398445860462,48.7579871522888,-3.07596899565442,-27.107601373931,0.365170766483381,0.365170766483381,637.63,0.0929,6863.61679224973,2778.47463,29.5668512,37.251112,9488.3068,66.2328672,21277.9912,4325.80976,1410.471424,4.37651808,90.0462744,27.79206,0.23988936,0.070465062,0,0,0,"0","0","0",0.000462436140401752,"no",3.01,82.07,2,87.08,2,18,1,21,33,40,34,4,1.9048,54.35,516.65,571,NA,0.674125874,2145,1446,0.674125874125874,"Bogong","Australia","AU","Australia",0,0,0,0,"alpine grassland",1760,-36.874,147.254,"Experimental (Full Factorial)",0,0,0,1,0,2010,2010,679,1524,1065.1999969503,1.55921629249824,1.98064833017552,0.35982634923072,2,2,0,1080.10000004878,1079.74635839082,1.43071724029596,10.4958333333333,866.388999212356,0.831646343199015,854,"NAT","PERENNIAL","HERB","FORB","C3",139,0.00063763,145.695779684143,4.62436140401752,0.458533056562102,387.123098380305
"140",6992,"bogong.au",2011,1,7,"K","Apiaceae","TRACHYMENE HUMILIS SSP. BREVISCAPA",5,4.46429700705926,47.9520840914582,-1.49947104912541,-27.5302824574579,0.36574612165417,0.36574612165417,801.813,0.05,16036.26,3222.182592,25.47018432,42.98800896,8247.744,102.8858112,19848.29184,2158.990848,2879.03808,8.00606592,54.9338112,16.93856448,0.128894976,0.378053568,0,0,1,"0","0","1",0.000278387666891112,"no",0.01,92.03,0,92.04,1,11,0,12,33,40,34,4,3.3333,48.6,656.05,704.65,NA,0.40987984,2247,921,0.409879839786382,"Bogong","Australia","AU","Australia",0,0,0,0,"alpine grassland",1760,-36.874,147.254,"Experimental (Full Factorial)",0,0,1,0,0,2010,2010,679,1524,1065.1999969503,1.55921629249824,1.98064833017552,0.35982634923072,2,2,0,1080.10000004878,1079.74635839082,1.43071724029596,10.4958333333333,866.388999212356,0.831646343199015,854,"NAT","PERENNIAL","HERB","FORB","C3",140,0.000801813,62.3586796422607,2.78387666891112,1.03708283247677,338.01648365995
